Hospital Name,Beds Available,Ventilators Available,ICU Available,Location Type,Emergency Department,Pediatric Care,Specialized Department,Ambulance Services,Year of Establishment
Hospital 416,290,60,37,Rural,Yes,No,Oncology,No,1962
Hospital 417,427,31,38,Rural,No,Yes,Neurology,No,1964
Hospital 418,122,54,53,Rural,No,Yes,Cardiology,Yes,1963
Hospital 419,206,2,87,Urban,No,No,Neurology,No,1951
Hospital 420,378,59,99,Rural,No,No,General,Yes,2014
Hospital 421,327,96,92,Rural,Yes,No,Oncology,Yes,1985
Hospital 422,453,8,35,Urban,Yes,Yes,Neurology,Yes,1974
Hospital 423,365,25,55,Rural,Yes,No,Neurology,Yes,2006
Hospital 424,95,37,66,Urban,Yes,No,Oncology,No,1962
Hospital 425,458,38,29,Urban,Yes,Yes,Orthopedics,No,1985
Hospital 426,144,73,30,Urban,Yes,Yes,Neurology,Yes,1977
Hospital 427,267,25,4,Urban,Yes,Yes,Orthopedics,No,1987
Hospital 428,490,11,99,Urban,Yes,No,Neurology,Yes,1985
Hospital 429,379,73,49,Rural,No,No,Cardiology,Yes,2006
Hospital 430,50,44,98,Urban,No,No,Oncology,No,1965
Hospital 431,261,97,8,Urban,No,No,Neurology,Yes,1968
Hospital 432,452,94,30,Rural,No,No,Cardiology,Yes,1965
Hospital 433,460,38,73,Urban,No,No,Cardiology,No,1997
Hospital 434,155,73,94,Rural,Yes,Yes,Orthopedics,No,1981
Hospital 435,330,81,94,Rural,No,Yes,None,No,2011
Hospital 436,493,81,29,Rural,No,No,Cardiology,Yes,2012
Hospital 437,339,13,79,Rural,Yes,No,None,Yes,1980
Hospital 438,291,13,45,Rural,Yes,Yes,None,Yes,1975
Hospital 439,76,62,63,Rural,Yes,No,General,Yes,2003
Hospital 440,254,33,27,Rural,Yes,No,None,Yes,1959
Hospital 441,493,89,70,Urban,No,No,Orthopedics,No,1972
Hospital 442,27,10,76,Urban,No,Yes,Orthopedics,No,1992
Hospital 443,94,8,23,Rural,No,Yes,Oncology,No,1986
Hospital 444,235,67,80,Rural,Yes,No,None,No,1970
Hospital 445,42,18,46,Rural,Yes,Yes,Oncology,Yes,1967
Hospital 446,46,0,16,Urban,Yes,No,General,Yes,1958
Hospital 447,139,8,89,Rural,Yes,Yes,Oncology,Yes,1957
Hospital 448,33,97,76,Urban,Yes,No,Neurology,No,1988
Hospital 449,131,76,33,Urban,No,Yes,Neurology,No,1996
Hospital 450,460,79,50,Urban,Yes,Yes,Cardiology,Yes,1984
Hospital 451,129,67,84,Rural,No,Yes,Neurology,No,1959
Hospital 452,394,65,26,Urban,No,Yes,Orthopedics,Yes,1968
Hospital 453,175,76,87,Rural,Yes,No,None,Yes,1989
Hospital 454,77,15,97,Rural,No,Yes,Oncology,No,1951
Hospital 455,139,81,3,Rural,Yes,No,Cardiology,No,1983
Hospital 456,296,82,80,Urban,No,Yes,Oncology,Yes,1995
Hospital 457,464,6,6,Rural,No,No,Neurology,No,2020
Hospital 458,448,64,71,Urban,No,No,General,No,2020
Hospital 459,65,1,73,Urban,Yes,No,Orthopedics,No,1978
Hospital 460,76,9,79,Urban,No,No,Neurology,Yes,1957
Hospital 461,67,54,36,Rural,No,No,Oncology,No,2001
Hospital 462,370,27,61,Urban,Yes,Yes,Orthopedics,Yes,1956
Hospital 463,76,12,40,Rural,Yes,Yes,Neurology,Yes,1977
Hospital 464,451,80,29,Urban,Yes,No,Orthopedics,No,2006
Hospital 465,102,6,47,Urban,No,Yes,Neurology,No,1982
Hospital 466,150,28,7,Rural,No,Yes,Orthopedics,Yes,1975
Hospital 467,153,100,84,Urban,No,Yes,None,No,2018
Hospital 468,145,15,89,Rural,Yes,Yes,General,Yes,1972
Hospital 469,457,34,29,Rural,Yes,No,General,Yes,1970
Hospital 470,314,38,31,Rural,Yes,Yes,Orthopedics,No,1996
Hospital 471,325,46,32,Rural,Yes,Yes,None,Yes,2003
Hospital 472,422,77,94,Rural,No,No,Cardiology,No,2016
Hospital 473,367,75,60,Urban,No,No,Orthopedics,Yes,2008
Hospital 474,128,15,37,Urban,Yes,Yes,Cardiology,No,1983
Hospital 475,306,26,87,Urban,Yes,Yes,Orthopedics,Yes,2006
Hospital 476,183,73,75,Urban,Yes,No,Neurology,Yes,1983
Hospital 477,295,39,51,Urban,No,No,Neurology,No,1953
Hospital 478,137,92,22,Urban,Yes,Yes,None,Yes,1961
Hospital 479,339,54,89,Urban,No,No,Neurology,Yes,1983
Hospital 480,98,83,43,Rural,Yes,No,Oncology,Yes,1951
Hospital 481,482,77,63,Rural,No,Yes,None,No,1950
Hospital 482,43,1,75,Urban,No,No,General,No,1963
Hospital 483,116,63,27,Rural,No,Yes,General,No,1954
Hospital 484,311,40,77,Rural,No,No,Neurology,No,1960
Hospital 485,192,45,15,Urban,Yes,No,Oncology,Yes,2020
Hospital 486,461,94,8,Urban,Yes,No,Neurology,Yes,2016
Hospital 487,337,98,15,Urban,No,No,Cardiology,Yes,2020
Hospital 488,88,76,26,Rural,No,No,Neurology,No,1967
Hospital 489,136,27,50,Urban,Yes,Yes,General,No,2008
Hospital 490,331,76,62,Urban,Yes,Yes,Orthopedics,No,1974
Hospital 491,165,70,44,Rural,Yes,No,Oncology,Yes,2019
Hospital 492,108,7,9,Urban,Yes,Yes,Orthopedics,No,1967
Hospital 493,298,56,29,Urban,Yes,No,Neurology,Yes,1991
Hospital 494,242,5,30,Rural,Yes,Yes,Neurology,No,1971
Hospital 495,494,54,5,Urban,No,No,Neurology,No,1952
Hospital 496,70,0,61,Rural,Yes,No,None,No,1981
Hospital 497,340,47,39,Rural,Yes,No,Cardiology,Yes,1951
Hospital 498,198,0,94,Rural,Yes,No,None,No,1973
Hospital 499,105,59,91,Urban,Yes,No,Oncology,No,1984
Hospital 500,280,20,11,Urban,No,No,Oncology,No,1969
Hospital 501,465,10,70,Rural,Yes,No,Orthopedics,No,2016
Hospital 502,422,98,46,Urban,No,Yes,Orthopedics,Yes,1950
Hospital 503,269,27,8,Urban,Yes,Yes,Neurology,No,1976
Hospital 504,247,96,53,Urban,No,Yes,Neurology,Yes,2023
Hospital 505,463,27,53,Rural,Yes,No,Orthopedics,Yes,2022
Hospital 506,72,75,81,Rural,No,No,None,No,2008
Hospital 507,483,55,37,Urban,Yes,No,Neurology,No,1978
Hospital 508,358,88,85,Urban,Yes,No,None,No,2003
Hospital 509,497,0,86,Rural,No,Yes,Orthopedics,Yes,1998
Hospital 510,449,60,20,Rural,Yes,No,Orthopedics,No,1968
Hospital 511,212,6,37,Rural,No,No,Neurology,No,1998
Hospital 512,335,22,94,Urban,No,Yes,Neurology,No,1961
Hospital 513,101,84,54,Urban,Yes,No,Orthopedics,No,1974
Hospital 514,420,32,1,Urban,No,Yes,Neurology,Yes,1988
Hospital 515,250,43,53,Rural,Yes,No,None,Yes,2006
Hospital 516,24,92,25,Urban,Yes,No,Orthopedics,Yes,1976
Hospital 517,67,69,22,Urban,No,Yes,Neurology,Yes,1981
Hospital 518,121,42,27,Urban,Yes,No,Orthopedics,No,1979
Hospital 519,291,86,90,Urban,No,Yes,Orthopedics,Yes,1982
Hospital 520,47,39,67,Urban,Yes,Yes,Neurology,No,1986
Hospital 521,125,81,63,Urban,Yes,Yes,Neurology,Yes,1974
Hospital 522,307,80,76,Rural,Yes,Yes,Neurology,No,1992
Hospital 523,349,21,83,Rural,No,No,Neurology,No,1957
Hospital 524,157,23,32,Rural,No,Yes,Neurology,Yes,1987
Hospital 525,363,62,18,Rural,No,No,Orthopedics,Yes,2015
Hospital 526,444,81,55,Rural,Yes,Yes,None,No,1981
Hospital 527,252,8,57,Urban,No,Yes,General,No,1989
Hospital 528,258,77,39,Urban,Yes,No,None,No,1976
Hospital 529,254,89,37,Urban,No,Yes,General,Yes,1995
Hospital 530,281,65,63,Rural,Yes,Yes,None,No,2001
Hospital 531,288,49,7,Rural,No,No,None,No,1988
Hospital 532,459,16,79,Rural,Yes,No,Neurology,No,1988
Hospital 533,441,21,96,Urban,No,Yes,Oncology,No,1990
Hospital 534,380,56,63,Urban,No,No,Neurology,Yes,1987
Hospital 535,133,43,2,Rural,No,No,General,No,1986
Hospital 536,131,90,100,Rural,Yes,Yes,Cardiology,Yes,2009
Hospital 537,132,36,93,Rural,Yes,Yes,Cardiology,Yes,1961
Hospital 538,267,30,30,Rural,Yes,No,Orthopedics,Yes,2019
Hospital 539,490,36,6,Urban,Yes,Yes,None,No,1963
Hospital 540,324,7,75,Rural,No,No,General,No,2010
Hospital 541,145,85,80,Rural,Yes,Yes,Cardiology,No,2019
Hospital 542,59,28,67,Rural,Yes,Yes,Oncology,No,2005
Hospital 543,267,77,15,Rural,Yes,Yes,Neurology,Yes,1987
Hospital 544,42,99,96,Rural,Yes,No,Oncology,Yes,1977
Hospital 545,329,27,81,Rural,Yes,No,Neurology,No,1968
Hospital 546,262,40,50,Rural,Yes,No,Orthopedics,Yes,1982
Hospital 547,162,46,39,Urban,No,No,Cardiology,Yes,1981
Hospital 548,165,49,80,Rural,Yes,No,Neurology,No,2008
Hospital 549,84,42,73,Urban,No,Yes,None,Yes,1973
Hospital 550,258,3,1,Urban,Yes,Yes,Cardiology,Yes,1957
Hospital 551,496,63,66,Rural,Yes,Yes,Orthopedics,Yes,2001
Hospital 552,179,31,51,Urban,No,Yes,Cardiology,No,2008
Hospital 553,54,70,92,Urban,No,Yes,General,No,1971
Hospital 554,382,62,71,Urban,Yes,Yes,Oncology,No,1950
Hospital 555,332,67,66,Urban,Yes,No,Oncology,Yes,1985
Hospital 556,111,88,29,Rural,Yes,Yes,Orthopedics,No,2004
Hospital 557,250,63,20,Rural,No,Yes,Orthopedics,No,1953
Hospital 558,89,53,74,Rural,Yes,No,Oncology,Yes,1993
Hospital 559,242,30,31,Rural,No,No,Cardiology,Yes,2006
Hospital 560,444,88,7,Rural,Yes,No,Orthopedics,No,1994
Hospital 561,103,13,4,Rural,No,No,General,Yes,1988
Hospital 562,58,26,0,Urban,Yes,Yes,Neurology,No,1990
Hospital 563,40,16,12,Urban,Yes,No,Cardiology,Yes,2003
Hospital 564,281,71,50,Rural,No,Yes,General,No,1980
Hospital 565,381,90,80,Rural,No,No,Cardiology,Yes,1972
Hospital 566,229,36,99,Rural,No,Yes,None,Yes,1988
Hospital 567,117,87,33,Rural,No,Yes,None,Yes,1997
Hospital 568,477,55,36,Urban,No,Yes,Neurology,Yes,2003
Hospital 569,329,61,78,Urban,No,Yes,Orthopedics,No,1971
Hospital 570,355,12,12,Urban,Yes,Yes,Orthopedics,Yes,1973
Hospital 571,299,19,74,Urban,Yes,Yes,General,No,2004
Hospital 572,87,47,76,Rural,No,No,Orthopedics,No,1950
Hospital 573,125,91,48,Urban,No,Yes,Orthopedics,Yes,1987
Hospital 574,350,79,52,Urban,No,No,General,No,1962
Hospital 575,332,59,28,Rural,Yes,Yes,General,Yes,1966
Hospital 576,142,76,62,Urban,No,Yes,Neurology,Yes,2012
Hospital 577,331,14,54,Rural,Yes,No,Neurology,Yes,2016
Hospital 578,251,37,69,Urban,No,No,None,No,1950
Hospital 579,62,49,20,Rural,Yes,Yes,None,Yes,1996
Hospital 580,91,100,50,Urban,Yes,No,Cardiology,No,2019
Hospital 581,464,8,15,Urban,No,No,None,Yes,1973
Hospital 582,333,34,13,Rural,No,Yes,Cardiology,Yes,2012
Hospital 583,368,81,19,Rural,No,Yes,General,No,1983
Hospital 584,240,64,79,Rural,No,No,Orthopedics,Yes,2004
Hospital 585,473,60,51,Urban,No,Yes,None,No,1950
Hospital 586,401,86,51,Rural,Yes,Yes,General,Yes,1959
Hospital 587,366,3,20,Rural,Yes,Yes,General,No,1985
Hospital 588,258,76,85,Rural,Yes,No,Neurology,No,1963
Hospital 589,351,100,87,Rural,No,Yes,Oncology,Yes,1983
Hospital 590,228,76,37,Urban,No,Yes,General,Yes,1979
Hospital 591,307,92,1,Urban,No,No,General,Yes,1965
Hospital 592,98,65,92,Urban,No,Yes,General,Yes,2009
Hospital 593,232,76,90,Urban,Yes,No,Cardiology,Yes,1977
Hospital 594,396,81,25,Rural,No,Yes,Oncology,Yes,1959
Hospital 595,179,17,33,Rural,Yes,No,General,Yes,2021
Hospital 596,313,80,76,Urban,Yes,Yes,Neurology,No,1983
Hospital 597,265,11,91,Rural,Yes,Yes,Neurology,Yes,1971
Hospital 598,457,16,50,Rural,Yes,Yes,Orthopedics,No,2012
Hospital 599,348,93,12,Rural,Yes,No,None,No,1975
Hospital 600,243,3,100,Rural,Yes,Yes,General,No,2020
Hospital 601,169,31,15,Rural,No,Yes,General,No,1951
Hospital 602,52,94,97,Rural,No,Yes,Orthopedics,Yes,1963
Hospital 603,368,6,47,Rural,Yes,Yes,None,Yes,1997
Hospital 604,362,60,87,Rural,No,Yes,General,Yes,1982
Hospital 605,286,55,59,Rural,No,Yes,Oncology,Yes,1976
Hospital 606,60,69,15,Urban,No,No,Oncology,Yes,1966
Hospital 607,432,99,90,Rural,Yes,No,General,No,1968
Hospital 608,404,94,27,Rural,No,Yes,None,Yes,2021
Hospital 609,438,67,91,Rural,Yes,No,Oncology,Yes,1982
Hospital 610,386,62,78,Rural,No,No,General,Yes,1955
Hospital 611,470,77,13,Rural,No,No,Orthopedics,No,2020
Hospital 612,50,100,21,Urban,No,Yes,Neurology,No,2021
Hospital 613,60,81,87,Urban,Yes,No,None,Yes,1983
Hospital 614,301,90,58,Urban,Yes,Yes,General,No,1986
Hospital 615,358,24,29,Rural,No,Yes,General,Yes,1977
Hospital 616,356,31,87,Urban,Yes,Yes,None,Yes,1973
Hospital 617,26,73,79,Rural,No,No,Cardiology,Yes,1983
Hospital 618,498,92,41,Urban,Yes,No,Orthopedics,No,1987
Hospital 619,486,25,98,Urban,Yes,No,Oncology,Yes,2014
Hospital 620,124,69,41,Rural,Yes,No,Oncology,No,1976
Hospital 621,285,27,61,Urban,Yes,Yes,General,No,2023
Hospital 622,336,68,21,Urban,Yes,No,General,No,2010
Hospital 623,51,82,96,Urban,Yes,Yes,Cardiology,No,1957
Hospital 624,53,7,28,Urban,No,Yes,None,Yes,1995
Hospital 625,412,100,55,Rural,No,Yes,Oncology,Yes,2020
Hospital 626,330,42,59,Rural,No,No,None,Yes,2022
Hospital 627,222,55,52,Urban,No,No,Cardiology,Yes,1976
Hospital 628,355,41,15,Urban,Yes,Yes,Oncology,No,2008
Hospital 629,91,24,15,Urban,Yes,No,Orthopedics,No,2022
Hospital 630,217,74,66,Rural,No,Yes,Orthopedics,No,2003
Hospital 631,387,9,79,Urban,Yes,No,None,No,1969
Hospital 632,432,14,35,Rural,Yes,No,Neurology,No,2021
Hospital 633,146,30,14,Rural,No,Yes,Orthopedics,Yes,1999
Hospital 634,315,63,33,Rural,No,Yes,None,Yes,2009
Hospital 635,191,92,77,Urban,Yes,Yes,Neurology,Yes,1983
Hospital 636,118,0,18,Urban,No,Yes,Orthopedics,Yes,2008
Hospital 637,491,43,94,Rural,Yes,Yes,Oncology,No,2016
Hospital 638,379,29,41,Urban,No,Yes,None,Yes,1961
Hospital 639,372,65,86,Rural,Yes,No,Orthopedics,Yes,1956
Hospital 640,99,74,35,Urban,No,No,Orthopedics,No,2022
Hospital 641,446,7,37,Urban,No,Yes,None,No,2012
Hospital 642,153,71,97,Urban,No,No,None,Yes,2009
Hospital 643,220,72,34,Rural,No,Yes,Neurology,No,1971
Hospital 644,59,67,5,Urban,Yes,No,Oncology,Yes,1993
Hospital 645,199,90,67,Rural,Yes,No,General,No,2010
Hospital 646,93,75,32,Rural,No,No,Orthopedics,No,1957
Hospital 647,290,6,21,Urban,No,No,Cardiology,No,2003
Hospital 648,70,19,83,Rural,No,Yes,General,No,1999
Hospital 649,158,24,34,Urban,Yes,Yes,None,No,1976
Hospital 650,194,42,80,Rural,No,No,Neurology,Yes,1952
Hospital 651,307,34,71,Rural,No,Yes,Cardiology,No,1974
Hospital 652,370,32,6,Rural,No,Yes,Orthopedics,Yes,1963
Hospital 653,500,0,83,Urban,Yes,No,General,Yes,1983
Hospital 654,64,48,67,Rural,Yes,No,Oncology,Yes,2022
Hospital 655,455,56,46,Rural,Yes,No,Cardiology,Yes,2012
Hospital 656,77,51,97,Rural,Yes,Yes,General,No,2019
Hospital 657,363,93,19,Urban,Yes,Yes,Cardiology,Yes,1976
Hospital 658,122,58,59,Rural,No,Yes,Oncology,Yes,2019
Hospital 659,177,91,36,Rural,No,No,Orthopedics,No,1954
Hospital 660,432,63,45,Urban,Yes,No,None,No,2014
Hospital 661,107,48,83,Rural,Yes,No,Cardiology,Yes,2013
Hospital 662,234,41,28,Rural,Yes,Yes,None,Yes,2018
Hospital 663,328,30,79,Rural,Yes,No,Orthopedics,Yes,1952
Hospital 664,90,5,61,Urban,Yes,No,Neurology,No,1978
Hospital 665,35,3,0,Rural,Yes,Yes,Neurology,No,1970
Hospital 666,317,66,51,Rural,Yes,Yes,Cardiology,No,1979
Hospital 667,225,5,35,Urban,Yes,No,General,No,1984
Hospital 668,174,27,15,Urban,Yes,No,None,No,1997
Hospital 669,414,30,17,Rural,No,No,Cardiology,Yes,1957
Hospital 670,359,9,8,Urban,No,No,Neurology,No,1974
Hospital 671,64,16,41,Rural,Yes,No,None,No,2021
Hospital 672,155,97,46,Rural,No,Yes,Oncology,Yes,2017
Hospital 673,103,57,35,Rural,No,Yes,None,Yes,2011
Hospital 674,139,10,62,Rural,Yes,Yes,Neurology,No,1979
Hospital 675,498,1,27,Urban,No,No,Orthopedics,No,1976
Hospital 676,418,40,61,Urban,No,No,None,Yes,2016
Hospital 677,387,59,62,Rural,No,Yes,Oncology,No,2007
Hospital 678,52,100,63,Rural,Yes,Yes,Neurology,No,2017
Hospital 679,280,28,34,Urban,Yes,Yes,General,No,1999
Hospital 680,61,100,12,Rural,No,No,Oncology,No,1955
Hospital 681,200,84,66,Urban,No,No,Neurology,Yes,1966
Hospital 682,58,65,93,Urban,No,Yes,General,Yes,1963
Hospital 683,492,77,49,Rural,No,No,Oncology,Yes,2000
Hospital 684,232,22,52,Rural,No,No,Oncology,No,2010
Hospital 685,325,69,64,Rural,Yes,Yes,General,No,1977
Hospital 686,318,55,54,Rural,Yes,No,Neurology,Yes,2013
Hospital 687,178,60,89,Urban,No,No,None,Yes,1987
Hospital 688,256,77,27,Rural,No,No,None,Yes,1983
Hospital 689,48,75,19,Urban,Yes,Yes,Orthopedics,Yes,2020
Hospital 690,425,44,0,Urban,Yes,Yes,None,Yes,2016
Hospital 691,133,64,62,Urban,No,No,None,Yes,2010
Hospital 692,356,54,75,Rural,No,Yes,General,No,1967
Hospital 693,253,25,74,Rural,No,No,General,Yes,2023
Hospital 694,476,62,96,Rural,No,No,Orthopedics,No,1968
Hospital 695,144,67,75,Urban,No,No,General,No,2017
Hospital 696,474,33,36,Rural,Yes,Yes,General,Yes,1988
Hospital 697,131,39,55,Rural,No,Yes,Oncology,Yes,2015
Hospital 698,491,30,28,Urban,Yes,Yes,General,Yes,2001
Hospital 699,400,34,73,Urban,Yes,Yes,None,Yes,1956
Hospital 700,419,23,68,Urban,Yes,Yes,Orthopedics,Yes,1989
Hospital 701,120,74,48,Urban,No,Yes,Orthopedics,No,1969
Hospital 702,242,8,88,Urban,No,No,Oncology,No,2005
Hospital 703,64,50,18,Rural,Yes,No,Orthopedics,Yes,1960
Hospital 704,201,40,36,Urban,Yes,Yes,Neurology,No,1962
Hospital 705,41,2,70,Urban,Yes,No,Cardiology,No,1987
Hospital 706,230,30,83,Urban,Yes,No,Orthopedics,Yes,1958
Hospital 707,22,90,18,Rural,Yes,Yes,Neurology,Yes,1980
Hospital 708,201,24,13,Rural,No,Yes,None,No,1989
Hospital 709,27,91,24,Rural,No,No,None,No,1959
Hospital 710,149,76,39,Urban,No,Yes,Orthopedics,No,2018
Hospital 711,381,59,97,Rural,Yes,No,Oncology,Yes,1968
Hospital 712,345,67,59,Rural,No,Yes,Orthopedics,Yes,1980
Hospital 713,439,43,30,Rural,No,No,Orthopedics,Yes,2003
Hospital 714,454,26,2,Urban,Yes,No,Oncology,Yes,1997
Hospital 715,109,30,93,Urban,Yes,No,Cardiology,Yes,2004
Hospital 716,198,84,77,Urban,Yes,No,Orthopedics,Yes,2005
Hospital 717,488,21,31,Rural,Yes,No,None,Yes,2015
Hospital 718,327,17,80,Urban,No,Yes,General,Yes,1968
Hospital 719,256,46,21,Urban,Yes,Yes,General,No,1998
Hospital 720,360,66,94,Urban,No,Yes,Orthopedics,Yes,1976
Hospital 721,380,34,87,Urban,Yes,Yes,None,No,1952
Hospital 722,100,99,25,Urban,No,Yes,Orthopedics,Yes,2023
Hospital 723,203,27,58,Urban,No,Yes,Cardiology,Yes,1957
Hospital 724,82,6,62,Rural,Yes,No,Orthopedics,No,2023
Hospital 725,404,15,21,Rural,No,Yes,Orthopedics,Yes,1960
Hospital 726,227,85,27,Urban,Yes,No,General,Yes,1955
Hospital 727,425,11,64,Urban,No,Yes,Oncology,No,1961
Hospital 728,353,15,53,Rural,Yes,No,Neurology,No,2003
Hospital 729,183,62,2,Urban,Yes,Yes,None,Yes,2010
Hospital 730,260,52,55,Rural,Yes,Yes,Oncology,No,2005
Hospital 731,274,26,86,Urban,Yes,No,Orthopedics,Yes,1988
Hospital 732,319,59,58,Rural,No,Yes,General,Yes,1982
Hospital 733,464,6,4,Rural,Yes,No,Neurology,Yes,2013
Hospital 734,418,76,49,Urban,Yes,No,Orthopedics,No,1992
Hospital 735,205,36,13,Rural,No,No,Cardiology,Yes,1951
Hospital 736,360,47,46,Urban,Yes,No,Cardiology,No,1955
Hospital 737,85,76,53,Urban,No,Yes,None,Yes,1997
Hospital 738,66,50,94,Rural,Yes,Yes,Oncology,Yes,1966
Hospital 739,76,96,1,Urban,No,Yes,General,No,1999
Hospital 740,258,20,2,Rural,No,No,Cardiology,Yes,1992
Hospital 741,429,75,27,Rural,Yes,No,Cardiology,Yes,2010
Hospital 742,282,22,41,Urban,No,No,Oncology,Yes,1996
Hospital 743,243,71,31,Rural,Yes,No,General,No,1959
Hospital 744,462,34,32,Rural,No,No,General,No,1980
Hospital 745,271,63,51,Urban,Yes,Yes,Oncology,No,1950
Hospital 746,430,37,29,Urban,No,No,None,No,1953
Hospital 747,235,30,19,Rural,Yes,Yes,Neurology,No,1961
Hospital 748,273,92,73,Urban,No,Yes,Orthopedics,Yes,1963
Hospital 749,113,58,99,Rural,No,No,Oncology,Yes,2001
Hospital 750,24,69,37,Urban,Yes,Yes,Orthopedics,No,2010
Hospital 751,425,84,96,Rural,No,No,Oncology,Yes,1972
Hospital 752,158,62,6,Urban,No,Yes,Neurology,Yes,2011
Hospital 753,343,24,85,Urban,Yes,No,Cardiology,No,1976
Hospital 754,222,35,76,Urban,No,Yes,Neurology,Yes,1960
Hospital 755,217,93,56,Urban,Yes,No,Neurology,Yes,2000
Hospital 756,315,84,19,Urban,No,Yes,Neurology,No,2014
Hospital 757,129,41,59,Rural,No,Yes,Oncology,No,1999
Hospital 758,334,20,80,Rural,No,Yes,None,No,1960
Hospital 759,174,98,27,Rural,Yes,No,None,No,2012
Hospital 760,228,31,28,Urban,No,No,Oncology,No,2006
Hospital 761,262,22,51,Urban,Yes,No,Neurology,No,1961
Hospital 762,478,24,38,Urban,Yes,No,Oncology,Yes,1970
Hospital 763,405,91,56,Urban,No,Yes,Cardiology,No,2001
Hospital 764,305,28,85,Urban,Yes,Yes,Oncology,Yes,1965
Hospital 765,55,55,93,Rural,No,No,General,Yes,2018
Hospital 766,490,86,45,Urban,No,Yes,Orthopedics,Yes,1994
Hospital 767,107,81,84,Urban,Yes,Yes,Cardiology,No,2015
Hospital 768,70,14,13,Urban,No,Yes,None,Yes,1982
Hospital 769,360,18,33,Rural,Yes,No,Orthopedics,No,2017
Hospital 770,93,4,94,Rural,No,Yes,None,Yes,1998
Hospital 771,387,100,14,Rural,Yes,Yes,Neurology,No,1987
Hospital 772,447,13,25,Urban,Yes,No,Orthopedics,Yes,1955
Hospital 773,461,34,60,Urban,Yes,Yes,Oncology,Yes,1985
Hospital 774,270,23,38,Rural,No,No,None,Yes,1966
Hospital 775,303,45,4,Rural,No,Yes,Neurology,No,1984
Hospital 776,354,79,81,Rural,Yes,Yes,Orthopedics,No,1995
Hospital 777,386,73,59,Rural,Yes,Yes,Orthopedics,Yes,1967
Hospital 778,99,16,50,Urban,No,No,General,No,1957
Hospital 779,273,39,88,Rural,Yes,Yes,Oncology,Yes,1952
Hospital 780,71,31,6,Urban,Yes,No,Oncology,No,1990
Hospital 781,154,73,32,Rural,No,Yes,General,No,1958
Hospital 782,172,14,62,Urban,No,No,Orthopedics,Yes,1978
Hospital 783,307,97,95,Urban,No,No,Neurology,No,1956
Hospital 784,316,89,96,Rural,No,Yes,Oncology,Yes,1964
Hospital 785,22,10,23,Urban,No,Yes,Cardiology,No,1995
Hospital 786,219,41,2,Urban,No,Yes,Neurology,Yes,1969
Hospital 787,282,13,68,Rural,Yes,No,Neurology,No,2020
Hospital 788,236,47,50,Urban,Yes,Yes,Cardiology,No,2005
Hospital 789,412,34,12,Rural,Yes,No,Neurology,No,1981
Hospital 790,454,41,1,Urban,No,No,Orthopedics,No,1967
Hospital 791,40,96,89,Rural,No,No,Neurology,No,1953
Hospital 792,300,67,71,Rural,Yes,Yes,Oncology,Yes,1955
Hospital 793,471,2,83,Rural,Yes,Yes,General,Yes,2019
Hospital 794,202,83,28,Rural,No,No,None,Yes,1980
Hospital 795,386,52,34,Rural,No,No,Neurology,Yes,2018
Hospital 796,440,21,7,Urban,No,No,Oncology,Yes,2018
Hospital 797,291,78,12,Urban,Yes,No,Cardiology,Yes,2011
Hospital 798,325,64,99,Rural,Yes,Yes,Neurology,No,1967
Hospital 799,446,81,34,Rural,No,No,None,No,1963
Hospital 800,125,82,39,Urban,No,No,Cardiology,Yes,1969
Hospital 801,160,67,13,Rural,Yes,Yes,Neurology,Yes,1968
Hospital 802,432,32,29,Rural,No,Yes,None,Yes,1957
Hospital 803,145,66,29,Rural,Yes,Yes,General,Yes,1991
Hospital 804,290,87,24,Urban,No,No,Oncology,No,1989
Hospital 805,487,79,3,Urban,No,Yes,None,Yes,1975
Hospital 806,97,6,63,Rural,Yes,Yes,General,Yes,1950
Hospital 807,474,82,57,Rural,Yes,Yes,Cardiology,Yes,2012
Hospital 808,311,50,91,Urban,Yes,No,Oncology,Yes,1988
Hospital 809,356,21,60,Urban,No,No,General,No,1979
Hospital 810,388,96,25,Rural,No,No,Neurology,No,2000
Hospital 811,169,60,11,Urban,Yes,Yes,None,Yes,1961
Hospital 812,410,21,36,Rural,Yes,Yes,Cardiology,No,2002
Hospital 813,212,71,47,Urban,Yes,Yes,None,Yes,2013
Hospital 814,130,94,66,Rural,No,No,Cardiology,No,1989
Hospital 815,294,68,80,Rural,No,Yes,Orthopedics,No,2020
Hospital 816,265,54,53,Urban,No,No,Neurology,Yes,2022
Hospital 817,154,36,11,Urban,Yes,Yes,Oncology,No,2002
Hospital 818,422,22,27,Urban,No,Yes,Cardiology,No,1970
Hospital 819,476,77,57,Rural,Yes,No,Oncology,Yes,2014
Hospital 820,100,7,19,Rural,No,Yes,Oncology,No,2014
Hospital 821,306,35,81,Rural,No,No,Oncology,No,1968
Hospital 822,146,2,66,Urban,No,No,None,No,1973
Hospital 823,23,2,69,Urban,No,Yes,Neurology,Yes,1950
Hospital 824,273,50,50,Rural,No,No,Oncology,No,1958
Hospital 825,109,90,84,Rural,No,Yes,Oncology,Yes,1968
Hospital 826,380,70,59,Urban,Yes,No,Orthopedics,Yes,1961
Hospital 827,290,55,37,Urban,Yes,Yes,Oncology,Yes,1993
Hospital 828,491,12,18,Rural,No,Yes,Cardiology,No,1988
